,Clean_Job_decription,skills
1454,experience requirement management using door experienced software development design using embedded c matlab modeling tool experience rtos flexray different networking protocol excellent communication interpersonal skill must automotive system knowledge ecu sensor software technical mindset experience working international inter cultural team hand experience project management tool scheduling defect tracking metric ability understand take decision technical proposal good knowledge cmmi iso aspice quality standard,"['project management', 'design', 'software']"
1455,responsible requirement analysis architecture proposal electronic control unit ecu hardware development responsible electronic control unit ecu hardware design integration development co coordinating ecu component responsibles stakeholder plant etc,"['design', 'component']"
1456,responsible requirement analysis architecture proposal electronic control unit ecu hardware development responsible electronic control unit ecu hardware design integration development co coordinating ecu component responsibles stakeholder plant etc,"['design', 'component']"
1457,doc code new methodology documenting development artifact requirement architecture test case way code doc code promise developer friendly generating better documentation quality simplicity handling maintaining engineering cornerstone bosch doc code transformation developer responsibility responsibility analysis design implementation new requirement technology enable customer project enable project providing scalable doc code framework collaborate closely user consultant stakeholder,"['doc code', 'engineering', 'design', 'documentation', 'framework']"
1458,job activity involve plugin development pure variant requirement analysis design implementation web based tool driver assistance domain da delivery configuration test management support peer review testing tool active participation regular scrum meeting interact product owner requirement gathering clarification ideating requirement understand domain able provide solution given requirement problem work solution product mindset,"['design', 'support', 'testing']"
1459,task test project management project planning estimation customer interfacing sw test delivery management quality adherence risk management procurement planning asset management competence management building leading team test metric management project audit review qcd control requirement analysis understanding architecture design implementation sw development execution sw system test ada software manual automated system test development execution requirement review identification test level given requirement validation sw bench hil vehicle environment test documentation metric project representation review meeting effort estimation task work package project technically enable sw system test adhering project requirement goal scope deliverable ensuring timely completion delivery task ensure process compliance respect process landscape aspice iso26262 required skill set working experience embedded automotive system testing test automation test experience hil vehicle environment added advantage complete project management experience 5years experience handling team strength 15 competent programming language capl c c python vector automotive test tool e g vector canoe canape canstress vflash etc vector test automation tool like open test vteststudio tae diva etc experience automotive communication protocol fd flexray ethernet diagnosis uds kwp2000 etc experience requirement management tool like door alm configuration management tool like clearcase mks jira knowledge automotive safety standard iso26262 process aspice good communication interpersonal skill ability drive mentor team technically,"['iso26262', 'programming language', 'kwp2000', 'python', '15', 'documentation', 'design', 'canoe canape', 'ethernet', 'g vector', 'software', 'project management', 'system testing']"
1460,function developer role involves developing algorithm automotive application user interface inside vehicle vehicle dynamic controlling function vehicle safety function customization different module influence vehicle safety dynamic detailed activity found mentioned work next generation braking platform hybrid electric vehicle work algorithm development automated braking function park assist trafficjam pilot model based sensor signal processing model based sw development using ascet tool development testing simulation vehicle environment support cross functional team vehicle application hydraulics sensor working global engineering team realize oem requirementsskill set knowledge embedded sw development knowledge sensor actuator relevant automotive electronics good analytical skill research mindset hand experience validation embedded sw application,"['signal processing', 'algorithm', 'actuator', 'engineering', 'simulation', 'testing', 'user interface', 'support']"
1461,1responsibilities experience handling integrator role integrate change implementation planned deliveryperform integration testperform sw releaseproject specific csw change adoption mainstream project good experience sw build management good debugging skill knowledge jenkins environment good knowledge sw configuration management ex clear quest alm rtc good knowledge software development life cycle experience static dynamic integration testing analysis misra metric experience defect management experience embedded sw integration sw development experience integration testing system testingexperience agile process continuous integration continuous testing defect analysis fixing performing peer review vtc simulation labcar testinggood knowledge c languagegood knowledge esp system algorithm vehicle dynamic,"['algorithm', 'rtc', 'continuous integration', 'jenkins', '1responsibilities', 'simulation', 'software', 'debugging', 'testing']"
1462,mca overall 10 year industry experienceresponsible architecting system architecture design development large scaled real time high performing data lake data warehouse system including big data cloud min 7 year depth experience data modeling experience business intelligence system dimensional modeling data mining predictive analytics experience multi terabyte production environmentshighly proficient large data set clustersmin 7 year distributed data management data storage including database relational nosql big data data analysis data processing data transformation high availability scalability min 4 year experience end end project implementation cloud azure aws gcp architectmin 4 year big data specialist working data lake data warehouse streaming platform cloud platformswell versed data domain data warehousing data governance mdm data quality data catalog analytics bi operational data store metadata unstructured data etl esb experience knowledge data mining machine learning data science,"['4 year', 'big data', 'mca', 'data analysis', 'metadata', 'high availability', 'azure', 'data warehouse', 'nosql', 'machine learning', 'design', 'data mining', '10 year', 'data management', 'data processing', 'data modeling', 'business intelligence', 'scalability', 'mdm data', 'analytics', 'data science', '7 year', 'database']"
1463,passionate changing future every software developer life bosch excited contributing future public cloud based software development ecosystem bosch ready work cross function cross disciplinary team yes excited team experience 5 8 year minimum qualification bachelor degree engineering related technical field equivalent practical experience 3 year experience managing designing building deploying cloud based solution architecture 3 year experience maintaining public cloud based production grade application troubleshooting technical issue working engineering team customer enjoy writing software one language e g java python etc preferred qualification experience automating infrastructure provisioning continuous integration delivery ci cd enthusiast knowledge azure devops terraform monitoring e g prometheus grafana experience architecting developing software scale production grade cloud solution virtualized environment knowledge containerization container orchestration technology responsibility take technical lead design review implementation quality one platform technology field provide domain expertise public cloud enterprise technology work customer design modern technical architecture solution enable business objective trusted technical advisor resolve technical challenge customer act consultant take ownership subject matter expert technical area customer internal stakeholder understand customer issue advocate need cross functional team like product management software engineering,"['g java', '5 8 year', 'business', 'python', 'engineering', 'continuous integration', 'terraform', '3 year', 'design', 'software engineering', 'monitoring', 'devops', 'software', 'prometheus', 'grafana', 'azure']"
1464,1 responsible quality assurance activity department facilitating effective process tool implementation ensure delivered quality compliance iso t iatf16949 standard qms area mechanical engineering service product development2 responsible defect analysis prevention activity department3 responsible checking effective implementation process project reporting status implementation relevant stakeholders4 responsible quantitatively analyzing relevance implementing improvement across department based customer feedback industry best practice industry trends5 responsible identification root cause effectiveness measurement using problem solving technique like 5 3x5why fish bone 8d methods6 support department external audit certification successful certification certification iso aspice nabl cmmi 7 support management making decision wrt quality improvement action using quantity data8 support central quality team process definition implementing organizational level activity,"['1', 'mechanical engineering', 'nabl cmmi', '7', 'support']"
1465,experienced automotive software development design using embedded c c experience rtos flexray different networking protocol diagnostic management least 2 3 year prior experience project manager strong people management team handling skill strong process management project management stakeholder management requirement management willingness provide hand guidance project team part steering project forward excellent communication interpersonal skill must automotive system knowledge ecu sensor software technical mindset experience working international inter cultural team hand experience project management tool scheduling defect tracking metric ability understand take decision technical proposal good knowledge cmmi iso aspice quality standard agile method experience using change management version management tool like rational clear quest svn door clear case etc,"['project management', 'process management', 'design', 'software']"
1466,primary responsibility accountability develop manage information security privacy related concept business unitsupport business owner ensuring business operation per security expectation set corporate regional domain specific etc responsible security awareness initiative programsresponsible audit security compliance check internal externalresponsible operational activity business unit pertaining information security privacybe catalyst support information security initiative business unitbe spoc information security privacy related query issuesworking u work timing india locationspecific task develop maintain isp concept regulation documentationresponsible dsp self check dso audit including closing corrective preventive action responsible isp awareness training initiativesconsultation support security related query user,"['india', 'security', 'business', 'support']"
1467,location bangaloreexperience 8 10 yearsskillsexperience designing testing scaling large platform hosting thousand virtual server desktop proficiency virtualization vmware rhel including creation management vms vcenter ha drs vmotion vm backup etc experience planning implementing physical virtual migrationssupport disk file share drive including remote managementpatching server administration security server managementserver o service pack bundle deployment regular intervalprovide server support internal system application db teamsbackup user drive critical application db window rhel system administrationsupport user incident including application support configuration driver installation responsibility provide planning installation configuration upgrading support vcenter server vmware esxi configure vsphere networking storage solution configuring deploying administering virtual machine vapps establish maintaining service level perform basic troubleshooting monitor vsphere implementation vcenter server alarm provide subject matter expertise sme employment troubleshooting vm ware infrastructure host deployment itsm analyze troubleshoot vmware server deployment virtualization issue,"['thousand', 'security', 'server', 'virtual machine', 'deployment', '8 10', 'testing', 'db teamsbackup', 'support']"
1468,responsibilitiesto manage testing project activity development automotive gateway product sbuilding leading testing team success projectformulation testing method implementation testing strategiesresource management allocation monitoring motivating etc status reportingpreparation review test plan test reportstraining mentoringapplying appropriate test measurement metric product testing teamskills requiredprior experience managing v v project automotive embedded product overall work experience 10 15 year industry experiencefamiliarity lin ethernet protocol implementation usage test automation solution sprior exposure cyber security topic alm door ccm tool added advantageshas good experience using scheduling tool e m project stake holder management risk management status reporting,"['security', 'monitoring', 'testing', 'lin ethernet', '10 15 year']"
1469,tasksautomotive engineering tool development using eclipse plugin technology complete tooling architecture definition use open source software performance improvement go market negotiation product acquisition product development profile qualification information technology computer science requirement position expertrole eclipse plugin technology expertjob type permanenttotal work experience 8 year expertise java eclipse technologiesrelevant work experience 8 year expertise java eclipse technologieswork location bangalore required skill work experience customization feature eclipse ide eclipse rcp development workspace management excellent knowledge osgi data modelling implementation using osgi add advantage experience different design pattern meet performance ensure design implementation result reusable software asset design software service application alignment architecture vision supporting adaptability extension module experience multi thread process obtain parallel execution achieve higher performance execution experience emf experience eclipse based framework swt jface plug in view editor extension point skill identify implement performance improvement tool automation identify correct bottleneck fix bug identify plan mitigate technology risk timely mannerunderstanding user experience experience ui widget adaptation scm source control management knowledge tool development auto code generation report advantage experience working within agile scrum software development framework strong oops concept software development process working knowledge window linux,"['java', 'engineering', 'design', 'framework', 'scrum', 'eclipse', '8 year', 'code generation', 'software', 'computer science', 'linux']"
1470,tasksautosar classic adaptive tool development architecture definition rcp cloud native application mapping customer oem tier third party requirement autosar concept definition go market negotiation product acquisition product development profile qualification information technology computer science requirement position expertrole domain expert autosar toolingjob type permanenttotal work experience 8 year expertise autosar toolingrelevant work experience 8 year expertise autosar toolingwork location bangalore coimbatore required skill excellent knowledge ar classic methodology application software template system template rte basic software modulesto analyze tool ar specification identify gap toolingderive solution requirement tool ar specificationgood communication skill discus customer understand user requirementsperform market study competitor solutionsdefine solution concept address customer need requirementsdefine concept proposal new feature toolreview concept proposal prepared teamdefine acceptance criterion perform acceptance testing new featuresreview feature tool provide input improvement enhancementsprovide domain support team clarifying ar domain query,"['8 year', 'specification', 'software', 'computer science', 'third', 'tasksautosar classic', 'testing', 'support']"
1471,job description management operation company corporate guest house bosch global software technology bgsw india coordination negotiation property owner rent contractual term company guest house pan india coordination negotiation property owner rent service provider contractual term subsidiary entity bosch global software technology bgsw vendor contracting management company guest house india daily operation management guest house india like improvement feedback monthly rental payment process service provider property owner monitoring maintaining quality guest housemanagement operation company contracted apartment japan row coordinate negotiation contract company contracted apartment employee deputed japan row coordination negotiation property owner rent service provider contractual term subsidiary entity bosch global software technology bgsw india coordinate regular maintenance inspection contracted apartment closure open point feedback daily operation management contracted apartment japan monthly rental payment process service provider property owner skill monitor demand business need plan guesthouse inventory accordingly based occupancy framing reviewing changing internal guideline guesthouse time time basis need basis monitor term contract regular basis monitoring requirement parameter new contracted room internal reporting management sharing monthly cost detail finance payroll team internal cost allocation follow internal guideline record keeping company record like vendor contract file update regularly handing internal audit flair facility management soft skill keep good interpersonal skill internal external stakeholder like property owner service providerhandle internal complaint guesthousegood communication,"['india', 'business', 'house india daily operation', 'monitoring', 'pan india', 'japan', 'finance', 'management guest house india like improvement', 'software', 'daily', 'monthly']"
1472,responsibility ensure compliance open source software used product development central point contact project related issue question regarding open source software license usage issue co ordinate development legal team open source compliance activity product life cycle review software architecture design project w r os usage review os component license term obligation approval legal team used software development coordinate external vendor wherever necessary compliance os usage software developmentrequirements experienced open source software development design using c c java knowledge open source software architecture platform linux eclipse android good communication task co ordination skill experience linux o preferred knowledge open source licensing compliance scripting would added advantage,"['component', 'java', 'design', 'eclipse', 'android', 'linux', 'software']"
1473,uswe looking product owner potential become future digitaltransformation leader capability digitally enrich mobility solution opena world new possibility push boundary mobility leader ledteams developing new profitable million dollar revenue stream opening newbusiness opportunity organization strong understanding people process technology agility build startup ecosystem large enterprisesetup please read description roleconnected mobility turned science fiction reality opening wholenew breath possibility push boundary mobility new dimension alltogether help iot advance deep learning technology system thinking solve real world problem mean planet either improveair quality planet help deep learning building connectedparking solution help iot electrification fuel cell technology orbuilding driverless car neutral player made subtle presencein every second vehicle world reimagined way planet becomesustainable know mobility solution please click knowmore connected mobilitybosch limited flagship company robert bosch group one world leadingglobal supplier technology service offering end end engineering technology business solution connected mobility solution one amongstmany multiple solution offering product owner po member agile team representingcustomer working closely product management responsiblefor defining story prioritizing team backlog streamline execution ofprogram priority maintaining conceptual technical integrity thefeatures component team team backlog drive theiterations accepts iteration increment contributes vision roadmap roi role responsibilitiesproduct owner play pivotal role product development focus lie theiteration area implementation versus setting strategy defining keydeliverables product owner focus stay specific solution underlying andsupporting technology implementation team working program increment pi planning po heavily involved program backlog refinement preparation piplanning play significant role planning event po update team backlog typically review contributes programvision roadmap content presentationso po involved story definition providing clarification necessary assist theteam story estimate sequencing entire agile team includes po also work together determine theirteam pi objective upcoming pi iteration executiono maintaining team backlog input system architect engineering andother stakeholder po primary responsibility building editing andmaintaining team backlog consisting mostly user story also includesdefects enablers iteration planning po review reprioritizes backlog part thepreparation work iteration planning including coordination dependency withother po iteration planning event po communicates story detail andpriorities ensures team aligns agrees final iteration plan apply behavior driven development bdd po collaborate team todetail story acceptance criterion example form acceptance testso accepting story po work team agree accepted storycompletion includes validating story meet acceptance criterion ithas appropriate persistent acceptance test otherwise complies withits definition done dod po also assures level quality focusing primarily fitness useo understand enabler work po expected drive technologicaldecisions supposed understand scope upcoming enabler workand collaborate system solution architect engineering assist withdecision making sequencing critical technological infrastructure willhost new business functionalityo participate team demo retrospective collaborate team anyother stakeholder team demo also participate iterationretrospective team gather improve process active inthe agile release train art inspect adapt workshop program execution pi po coordinate dependency po po also hasan instrumental role producing system demo program value streamstakeholders inspect adapt po work across team define implement improvement story willincrease velocity quality program po instrumental role producing pi system demo programstakeholders ideal candidate ideal candidate minimum around 7 year experience least3 year product owner experience prior experience providing leadership digital transformation responsible defining strategy solution roadmap new technologyincubation experience collaborated spearheaded multi year tech deal budget 5m 50 revenue growth previous experience led strong customer relationship technology practice developmentand service delivery digital ip solution development pre sale hand experience building leveraging saas platform bridgingthe gap technology business process solve business problem usingsolution driven architecture managed hierarchy team least 15 member engineering team strong program managing large technology project tech skill required building saas platform safe popm certification nice tohave capability education b tech mba equivalent degree preferred,"['business', 'component', 'around 7 year', 'year', 'engineering', 'release', 'deep learning', '50', 'business process', 'robert bosch group', 'million dollar', 'second', 'one', 'play']"
1474,strong development experience c c embedded linux platform application middleware service using glib dbus ipc sql rest api json yaml experience using linux open source stack qt wayland bluez connman webkit familiar linux concept containerization linux security mechanism ota experience scripting bash java script test automation framework robot frameworkexperience maintaining contributing open source package supporting customer adoption,"['bash java', 'security', 'middleware', 'glib dbus ipc sql rest', 'framework', 'qt', 'linux', 'robot']"
1475,responsibilitiesprimary responsibility management project area research innovation corporate research lead team passionate creative engineer geek towards delivering quality softwareeffective communication stakeholder managementcoordinate team split across multiple geography ensure smooth execution projectspresent report defining plan problem resolution senior management project could also involve development completely new product work experience 8 11 year experience area software development following requirementsminimum 5 year increasingly responsible experience including experience successfully managing various projectsmust project management experience research innovation project must experience scrum agile software development methodology experience scrum master shall plus excellent client facing communication verbal written interpersonal skillsexperience exposure product development lifecycle desirableexperience mpp jira confluence must understanding experience research innovation project especially domain computer vision machine learning plus pmp certification plus,"['machine learning', 'mpp jira', 'computer vision', 'software', 'project management', 'confluence', '8 11 year', '5 year', 'scrum master shall plus excellent client']"
1476,required skillscore java javascript html cs springjava j2ee good knowledge thread container strong understanding fundamental web service technology restful implementation standard http uri json ajax xmlexposure experience least one database technology mysql mongodb ormhibernate optional hand knowledge one modern ui framework angular angularjs reactjsfull stack development experiencemust knowledge mvc design patterngood knowledge basic oops data structure algorithms6 12 month experience developing maintaining web applicationsstrong problem solving skill analytical bent mindgood knowledge cloud computing aws azure etc actively participate phase software development life cyclebasic understanding node j python big plus able grasp python ml concept apply job experience ml plus ensure critical software quality standard achieved user experience availability scalability responsiveness securityhighlightsknowledge object orientation core java j2ee web application development spring framework angular angularjs knowledge node j python big plus ability learn job grasp quicklyexcellent communication interpersonal skillsability interpret customer requirementspassion learn new technology beyond current experience highly appreciated,"['framework', '12 month', 'one', 'azure', 'design', 'ajax', 'mysql', 'angular', 'java', 'scalability', 'software', 'web service', 'mongodb', 'python', 'spring', 'data structure', 'database', 'ml', 'angularjs', 'java javascript']"
1477,2 4 year experience commercial software development data science medium large scale deployment must worked multi domain wide range technology hand leading technology quick learner passionate drive program technical strength taskso research development algorithm area ml nlp nlu text analyticso work closely research product team investigate approach develop professional grade software business unitso study extend open source framework ml nlp analytics suitable requirementso grasp learn job assignment area research suggest innovative approach work independentlyo complete pipeline data engineering activitieso benchmarking sota model extend improve result closely working domain expert senior researcher requirementso depth knowledge machine learning algorithm used nlp nluo conceptual hand experience using implementing deep learning architecture like cnn rnn various flavor strong knowledge data structureso expert production deployment development using pythono depth knowledge python library like numpy scikit panda etc production experience know sdlc agile developmento strong mathematics w r machine learning deep learningo experience extending functionality open source projectso experience working along research team shall added advantageo btech mtech m cse e c technical skill competency excellent python programming skill musto hand experience python production mandatoryo r knowledge would added advantageo experience nltk spacy spark ml shall added advantageo knowledge webservices soa restful service semantics shall added advantageo excellent communication interpersonal skill,"['advantageo btech', 'nlp', 'business', 'framework', 'cnn', 'library', 'numpy', 'machine learning', 'medium', 'deep learning', 'deployment', 'advantageo excellent communication interpersonal', '2 4 year', 'nlp nluo', 'semantics', 'advantageo', 'software', 'advantageo knowledge', 'analytics', 'algorithm', 'data science', 'python', 'engineering', 'nlu', 'ml']"
1478,2 4 year experience commercial software development data science medium large scale deployment must worked multi domain wide range technology hand leading technology quick learner passionate drive program technical strength taskso research development algorithm area ml nlp nlu text analyticso work closely research product team investigate approach develop professional grade software business unitso study extend open source framework ml nlp analytics suitable requirementso grasp learn job assignment area research suggest innovative approach work independentlyo complete pipeline data engineering activitieso benchmarking sota model extend improve result closely working domain expert senior researcher requirementso depth knowledge machine learning algorithm used nlp nluo conceptual hand experience using implementing deep learning architecture like cnn rnn various flavor strong knowledge data structureso expert production deployment development using pythono depth knowledge python library like numpy scikit panda etc production experience know sdlc agile developmento strong mathematics w r machine learning deep learningo experience extending functionality open source projectso experience working along research team shall added advantageo btech mtech m cse e c technical skill competency excellent python programming skill musto hand experience python production mandatoryo r knowledge would added advantageo experience nltk spacy spark ml shall added advantageo knowledge webservices soa restful service semantics shall added advantageo excellent communication interpersonal skill,"['advantageo btech', 'nlp', 'business', 'framework', 'cnn', 'library', 'numpy', 'machine learning', 'medium', 'deep learning', 'deployment', 'advantageo excellent communication interpersonal', '2 4 year', 'nlp nluo', 'semantics', 'advantageo', 'software', 'advantageo knowledge', 'analytics', 'algorithm', 'data science', 'python', 'engineering', 'nlu', 'ml']"
1479,2 4 year experience commercial software development data science medium large scale deployment must worked multi domain wide range technology hand leading technology quick learner passionate drive program technical strength taskso research development algorithm area ml nlp nlu text analyticso work closely research product team investigate approach develop professional grade software business unitso study extend open source framework ml nlp analytics suitable requirementso grasp learn job assignment area research suggest innovative approach work independentlyo complete pipeline data engineering activitieso benchmarking sota model extend improve result closely working domain expert senior researcher requirementso depth knowledge machine learning algorithm used nlp nluo conceptual hand experience using implementing deep learning architecture like cnn rnn various flavor strong knowledge data structureso expert production deployment development using pythono depth knowledge python library like numpy scikit panda etc production experience know sdlc agile developmento strong mathematics w r machine learning deep learningo experience extending functionality open source projectso experience working along research team shall added advantageo btech mtech m cse e c technical skill competency excellent python programming skill musto hand experience python production mandatoryo r knowledge would added advantageo experience nltk spacy spark ml shall added advantageo knowledge webservices soa restful service semantics shall added advantageo excellent communication interpersonal skill,"['advantageo btech', 'nlp', 'business', 'framework', 'cnn', 'library', 'numpy', 'machine learning', 'medium', 'deep learning', 'deployment', 'advantageo excellent communication interpersonal', '2 4 year', 'nlp nluo', 'semantics', 'advantageo', 'software', 'advantageo knowledge', 'analytics', 'algorithm', 'data science', 'python', 'engineering', 'nlu', 'ml']"
1480,2 4 year experience commercial software development data science medium large scale deployment must worked multi domain wide range technology hand leading technology quick learner passionate drive program technical strength taskso research development algorithm area ml nlp nlu text analyticso work closely research product team investigate approach develop professional grade software business unitso study extend open source framework ml nlp analytics suitable requirementso grasp learn job assignment area research suggest innovative approach work independentlyo complete pipeline data engineering activitieso benchmarking sota model extend improve result closely working domain expert senior researcher requirementso depth knowledge machine learning algorithm used nlp nluo conceptual hand experience using implementing deep learning architecture like cnn rnn various flavor strong knowledge data structureso expert production deployment development using pythono depth knowledge python library like numpy scikit panda etc production experience know sdlc agile developmento strong mathematics w r machine learning deep learningo experience extending functionality open source projectso experience working along research team shall added advantageo btech mtech m cse e c technical skill competency excellent python programming skill musto hand experience python production mandatoryo r knowledge would added advantageo experience nltk spacy spark ml shall added advantageo knowledge webservices soa restful service semantics shall added advantageo excellent communication interpersonal skill,"['advantageo btech', 'nlp', 'business', 'framework', 'cnn', 'library', 'numpy', 'machine learning', 'medium', 'deep learning', 'deployment', 'advantageo excellent communication interpersonal', '2 4 year', 'nlp nluo', 'semantics', 'advantageo', 'software', 'advantageo knowledge', 'analytics', 'algorithm', 'data science', 'python', 'engineering', 'nlu', 'ml']"
1481,2 4 year experience commercial software development data science medium large scale deployment must worked multi domain wide range technology hand leading technology quick learner passionate drive program technical strength taskso research development algorithm area ml nlp nlu text analyticso work closely research product team investigate approach develop professional grade software business unitso study extend open source framework ml nlp analytics suitable requirementso grasp learn job assignment area research suggest innovative approach work independentlyo complete pipeline data engineering activitieso benchmarking sota model extend improve result closely working domain expert senior researcher requirementso depth knowledge machine learning algorithm used nlp nluo conceptual hand experience using implementing deep learning architecture like cnn rnn various flavor strong knowledge data structureso expert production deployment development using pythono depth knowledge python library like numpy scikit panda etc production experience know sdlc agile developmento strong mathematics w r machine learning deep learningo experience extending functionality open source projectso experience working along research team shall added advantageo btech mtech m cse e c technical skill competency excellent python programming skill musto hand experience python production mandatoryo r knowledge would added advantageo experience nltk spacy spark ml shall added advantageo knowledge webservices soa restful service semantics shall added advantageo excellent communication interpersonal skill,"['advantageo btech', 'nlp', 'business', 'framework', 'cnn', 'library', 'numpy', 'machine learning', 'medium', 'deep learning', 'deployment', 'advantageo excellent communication interpersonal', '2 4 year', 'nlp nluo', 'semantics', 'advantageo', 'software', 'advantageo knowledge', 'analytics', 'algorithm', 'data science', 'python', 'engineering', 'nlu', 'ml']"
1482,excellent programming rapid prototyping skill python c c optionally exposure data structure algorithm mustexpertise opencv dlibexcellent knowledge given concept computer vision namely image classification object detection semantic segmentation developed using state art deep learning algorithm hand experience developing efficient real time convolution neural network model hand working experience anyone deep learning framework tensorflow caffe pytorch kera mxnet theanoexposure model compression pruning deep learning familiarity gpu computing cuda opencl hpc strong problem solving communication skillshighly motivated creative team playerexperience exposure usage open source technologiesexperience exposure product development methodology software engineering processesexperience cv solution deployment edge nvidia etc would big plus,"['object detection', 'pytorch', 'algorithm', 'opencv', 'python', 'segmentation', 'computer vision', 'deep learning', 'framework', 'data structure', 'deployment', 'tensorflow', 'network model', 'software engineering']"
1483,excellent programming rapid prototyping skill python c c optionally exposure data structure algorithm mustexpertise opencv dlibexcellent knowledge given concept computer vision namely image classification object detection semantic segmentation developed using state art deep learning algorithm hand experience developing efficient real time convolution neural network model hand working experience anyone deep learning framework tensorflow caffe pytorch kera mxnet theanoexposure model compression pruning deep learning familiarity gpu computing cuda opencl hpc strong problem solving communication skillshighly motivated creative team playerexperience exposure usage open source technologiesexperience exposure product development methodology software engineering processesexperience cv solution deployment edge nvidia etc would big plus,"['object detection', 'pytorch', 'algorithm', 'opencv', 'python', 'segmentation', 'computer vision', 'deep learning', 'framework', 'data structure', 'deployment', 'tensorflow', 'network model', 'software engineering']"
1484,task requirement gathering analysis scheduling tracking customer stakeholder management project reporting escalation handling competence development associate engagement technical input estimation review approve high level low level design integration test assure product quality characteristic fulfillment documentation functional extension component causal analysis preventive action technical issue adherence rbei qems project defined processmandatory skill strong process management project management configuration management team handling skill willingness provide hand guidance project team part steering project forward excellent communication interpersonal skill good analytical presentation communication skill oral written good customer interaction skill experience working managing team agile setup,"['process management', 'interaction', 'component', 'documentation', 'design', 'project management']"
1485,technical support debugging resolving issue autosar bsw asw configuration configuration validation base software module eth secutity stack diagnostic stack spi eeprom flash pwm gpio uart i2c protocol etc interaction customer understand requirement provide solution,"['interaction', 'debugging', 'support', 'software']"
1486,work experience automotive domainstrong embedded c c programming skillshands experience communication protocol flexray hand experience debugging using lauterbach gdb etc hand experience error management diagnostic conceptsstrong autosar conceptsautosar modeling configurationsystem configuration top level composition like component instance connector ecu configuration bsw configuration like o network management commstack etc activity sdlc requirement analysis coding design testing review etc work experience git bit buckethands experience rqm cantata advantage capl scripting advantage,"['component', 'bsw configuration', 'design', 'rqm cantata', 'git', 'testing', 'network management', 'lauterbach gdb', 'debugging']"
1487,job descriptionanalyze refine requirement delivering necessary technology service business business process expert work closely business solution team translate business requirement user story high quality functional design document delivered solution team ensure best user experience possible customer develop project rationale perform scoping assessment determine feasibility project highlight identify gap existing functionality review requirement stakeholder develop comprehensive requirement specification determine estimate cost time resource deploy solution liaise service development team suggest high level functional solution develop project estimate complete financial model cost saving revenue opportunity investment horizon etc ensure relevant stakeholder involved specification new service major upgrade existing service perform functional expert role agile team continuing success improvement leading participating agile ceremony required delivering assigned artifact work business stakeholder gather prioritize business functional requirement backlog grooming sprint planning session develop user story satisfy business requirement providing best user experience possible including appropriate acceptance criterion testing requirement conduct sprint demo business stakeholder ensure developed solution satisfy business requirement provide feedback development team member necessary support qa testing process minimize defect deliver necessary artifact support deployment timeline actively participate sprint retrospective session identify initiate process improvement continuous improvement work production support team research resolution production issue minimum requirement bachelor degree computer science mi business administration related field ability fluently read write understand communicate english 1 8 year applicable experience 2 minimum 4 year experience sap hybris commerce preferably b2b b2b2c 3 extensive knowledge b2b b2c business 4 total 5 year experience cloud based ecommerce system 5 experience atlassian toolsets jira confluence 6 provide depth knowledge hybris platform various product 7 articulate complex problem narrated vaguely precise business requirement technical specification 8 work entire life cycle project inception implementation 9 collaborate business unit identify frame meaningful data analysis customer product pricing associate data set 10 stay date best practice innovation initiative e commerce multichannel environment,"['4 year', 'business', 'data analysis', 'computer science', 'specification', '1 8 year', 'ecommerce', 'support', 'design', 'deployment', '6', '2', '3', '8', 'business process', 'commerce', 'business administration', '10', 'testing', '9', '5 year', 'b2b', '4', '5', 'confluence', '7']"
1488,responsibility collaborate business understand business requirement bo report story dashboard topic key role requirement gathering design development testing sap bo application working within business team member build requirement design functional specification bo application maintain clear understanding potential impact proposed solution area system project implement ensure adherence guideline implementation architecture guideline support standard specify security requirement approach data adherence define promote best practice methodology bo solution ensure bo reporting solution aligned major stakeholder kpi standard roadmap collaborate administration team system maintenance upgradedomain intermediate functional knowledge enterprise module like accounting finance supply chain logistics quality customer relationship project managementtechnical 5 6 year experience bo suite 4 x development sac least 2 end end implementation analyzing dashboard requirement development sap bo design studio dashboard based bw query experience vbx component excellent cs scripting ability ability exhibit follow standard coding naming convention top approach detailed knowledge gathering requirement bi reporting solution including visualization hand experience sap lumira sap bo webi report crystal report hand experience sap analytics cloud involved creating bex report using different processing type variable customer exit filter condition selection carry requirement gathering document like high level detailed technical design document documentation bo solution good understanding sap bw application bw b4hana native hana able collaborate bw consultant effectively sap certification bo would preferred,"['security', 'business', 'component', 'accounting', 'design', 'sac least', '2', 'crystal', 'documentation', 'bw query', 'finance', 'visualization', 'testing', 'specification', 'native hana', '5 6 year', 'support', 'analytics']"
